X;REGION;PUERTO;ANO_ARR;MES_ARR;DIA_ARR;HOR_ARR;EMBARC;FUNCION;RECURSO;PROCED;CAPTURA;DESTINO;HOR_BUC;N_BUZOS;LATITUD;LONGITUD;ESFUERZO;CPUE
897491;12;970;2005;8;28;1900;13528;A;140;9507;9331;1;0;1;-52.75200167;-74.61923889;0;#¡DIV/0!
897492;12;973;2005;5;5;700;13531;E;140;9534;3576;1;2000;2;-54.2672;-72.668;40;89.4
897493;12;973;2005;5;5;400;15358;E;140;9519;4470;1;2500;2;-54.1336;-72.48429722;50;89.4
897494;12;973;2005;5;5;730;13972;E;140;9535;5364;1;3500;2;-54.7014;-71.76820278;70;76.62857143
897495;12;973;2005;5;5;1414;15365;E;140;9532;7152;1;3600;2;-54.26887;-72.37241389;72;99.33333333
897496;12;973;2005;5;5;1100;13671;E;140;9738;3576;1;2500;2;-54.73814;-71.92350833;50;71.52
897497;12;973;2005;5;5;1450;13545;E;140;9860;2682;1;2000;2;-54.0668;-73.31729722;40;67.05
897498;12;973;2005;5;4;2300;15211;E;140;9454;2682;1;3000;1;-54.6346;-71.75150278;30;89.4
897499;12;973;2005;5;5;1700;15288;E;140;9532;3934;1;3000;1;-54.26887;-72.37241389;30;131.1333333
897500;12;973;2005;6;28;500;13858;E;140;9454;5688;1;3500;2;-54.6346;-71.75150278;70;81.25714286
897501;12;973;2005;5;5;2200;17769;E;140;9540;2324;1;2400;1;-54.9519;-71.20040278;24;96.83333333
897502;12;973;2005;5;6;100;13690;E;140;9534;3934;1;2400;2;-54.2672;-72.668;48;81.95833333
897503;12;970;2005;6;2;700;13541;A;140;9368;4740;1;0;1;-53.3507;-73.87536111;0;#¡DIV/0!
897504;12;973;2005;5;8;0;17669;A;140;0;6973;1;0;0;0;0;0;#¡DIV/0!
897505;12;973;2005;6;14;400;13609;E;140;9539;3034;1;3000;1;-54.0835;-72.25050278;30;101.1333333
897506;12;973;2005;5;9;100;15372;E;140;9514;4470;1;1200;1;-54.4175;-72.25050278;12;372.5
897507;12;973;2005;5;9;930;17889;E;140;9860;8940;1;3200;2;-54.0668;-73.31729722;64;139.6875
897508;12;973;2005;5;10;1500;13590;E;140;9532;5364;1;3000;2;-54.26887;-72.37241389;60;89.4
897509;12;973;2005;5;9;1600;17653;E;140;9528;3576;1;2400;1;-52.725615;-73.77488056;24;149
897510;12;973;2005;5;10;100;17654;E;140;9528;6258;1;3000;2;-52.725615;-73.77488056;60;104.3
897511;12;973;2005;5;10;300;13749;E;140;8561;8046;1;2400;2;-55.15833333;-70.50833333;48;167.625
897512;12;973;2005;5;10;700;17684;E;140;9505;3218;1;3000;1;-54.308115;-71.81829722;30;107.2666667
897513;12;973;2005;5;10;845;17979;E;140;9519;6794;1;3500;1;-54.1336;-72.48429722;35;194.1142857
897514;12;973;2005;5;10;730;13548;E;140;9537;8243;1;3600;2;-52.90959;-73.80272222;72;114.4861111
897515;12;973;2005;5;10;500;13611;E;140;9860;4470;1;4000;1;-54.0668;-73.31729722;40;111.75
897516;12;973;2005;5;10;1420;13593;E;140;9532;4470;1;2100;1;-54.26887;-72.37241389;21;212.8571429
897517;12;973;2005;5;11;2000;13915;E;140;9860;7152;1;4800;2;-54.0668;-73.31729722;96;74.5
897518;12;973;2005;5;10;1915;13888;E;140;8918;6794;1;3000;1;-55.05;-70.31666667;30;226.4666667
897519;12;973;2005;5;10;2300;17733;E;140;9724;3040;1;2000;1;-54.2171;-70.91850278;20;152
897520;12;973;2005;5;11;800;13925;E;140;9538;6258;1;2400;2;-53.6346;-73.76820278;48;130.375
897521;12;973;2005;5;11;900;15382;A;140;9514;3844;1;0;0;-54.4175;-72.25050278;0;#¡DIV/0!
897522;12;970;2005;8;20;830;13834;A;140;9848;6221;1;0;0;-53.3841;-73.8684;0;#¡DIV/0!
897523;12;973;2005;5;11;400;13601;E;140;9521;6258;1;3600;1;-54.3841;-72.45089722;36;173.8333333
897524;12;973;2005;5;11;1130;13747;E;140;9828;7152;1;3600;1;-53.501;-73.501;36;198.6666667
897525;12;973;2005;5;10;2300;15289;E;140;9521;4470;1;3000;1;-54.3841;-72.45089722;30;149
897526;12;973;2005;7;4;400;13535;E;140;9539;5760;1;3500;2;-54.0835;-72.25050278;70;82.28571429
897527;12;973;2005;5;11;200;13414;E;140;9860;5900;1;2000;2;-54.0668;-73.31729722;40;147.5
897528;12;973;2005;5;10;1730;15234;E;140;9724;3576;1;2500;2;-54.2171;-70.91850278;50;71.52
897529;12;973;2005;5;12;300;13669;E;140;9534;4470;1;4000;1;-54.2672;-72.668;40;111.75
897530;12;973;2005;5;19;700;13653;E;140;9454;6258;1;2400;2;-54.6346;-71.75150278;48;130.375
897531;12;973;2005;5;12;400;15265;E;140;9534;3576;1;2500;1;-54.2672;-72.668;25;143.04
897532;12;973;2005;5;12;600;21293;E;140;9514;6258;1;3000;2;-54.4175;-72.25050278;60;104.3
897533;12;973;2005;5;12;700;13690;E;140;9534;4470;1;1600;2;-54.2672;-72.668;32;139.6875
897534;12;973;2005;5;12;200;17682;E;140;8933;4470;1;3600;1;-52.87305556;-70.68277778;36;124.1666667
897535;12;973;2005;5;12;400;13605;E;140;9526;2146;1;3600;1;-53.7014;-73.6847;36;59.61111111
897536;12;973;2005;5;12;300;13665;E;140;9513;7688;1;3600;2;-54.12458167;-72.90680556;72;106.7777778
897537;12;973;2005;5;12;1645;15290;E;140;9550;2503;1;2400;1;-54.1837;-72.20040278;24;104.2916667
897538;12;973;2005;5;12;2230;17782;E;140;9526;4470;1;3000;1;-53.7014;-73.6847;30;149
897539;12;973;2005;5;12;2230;13760;E;140;9860;5364;1;2000;1;-54.0668;-73.31729722;20;268.2
897540;12;973;2005;5;13;200;17769;E;140;9540;3576;1;2000;1;-54.9519;-71.20040278;20;178.8
897541;12;973;2005;5;25;300;15269;E;140;9538;8046;1;3000;2;-53.6346;-73.76820278;60;134.1
897542;12;973;2005;5;13;1630;13523;E;140;9723;4470;1;2400;1;-54.7;-71.33333333;24;186.25
897543;12;973;2005;5;13;200;13850;E;140;9539;2324;1;2400;1;-54.0835;-72.25050278;24;96.83333333
897544;12;973;2005;5;13;800;17969;A;140;9859;5364;1;0;0;-53.3841;-73.45089722;0;#¡DIV/0!
897545;12;973;2005;5;13;600;13543;E;140;9534;4470;1;4200;1;-54.2672;-72.668;42;106.4285714
897546;12;973;2005;5;15;1200;13673;E;140;9860;5364;1;3000;1;-54.0668;-73.31729722;30;178.8
897547;12;973;2005;5;16;800;15268;E;140;9514;3576;1;3000;1;-54.4175;-72.25050278;30;119.2
897548;12;973;2005;5;14;1200;13867;E;140;9534;6258;1;3600;2;-54.2672;-72.668;72;86.91666667
897549;12;973;2005;5;15;2100;13532;E;140;9998;10728;1;3000;1;-55.133055;-70.33305556;30;357.6
897550;12;973;2005;5;16;700;13668;E;140;9526;8046;1;2400;1;-53.7014;-73.6847;24;335.25
897551;12;970;2005;8;16;900;17673;A;140;9545;3110;1;0;1;-52.95061333;-74.09543611;0;#¡DIV/0!
897552;12;973;2005;5;17;500;13601;E;140;9521;7152;1;2400;1;-54.3841;-72.45089722;24;298
897553;12;973;2005;5;17;400;17662;E;140;8580;7152;1;3000;2;-54.7348;-71.81829722;60;119.2
897554;12;973;2005;5;15;900;13748;E;140;9526;7152;1;3000;2;-53.7014;-73.6847;60;119.2
897555;12;973;2005;5;17;2300;15375;E;140;9724;894;1;600;1;-54.2171;-70.91850278;6;149
897556;12;973;2005;5;17;1430;15316;E;140;9859;8582;1;3000;2;-53.3841;-73.45089722;60;143.0333333
897557;12;973;2005;5;17;400;13600;E;140;9514;3576;1;3000;1;-54.4175;-72.25050278;30;119.2
897558;12;973;2005;5;17;800;17764;A;140;9514;3576;1;0;2;-54.4175;-72.25050278;0;#¡DIV/0!
897559;12;973;2005;5;17;1430;13761;E;140;9534;4828;1;3000;1;-54.2672;-72.668;30;160.9333333
897560;12;973;2005;5;18;500;13765;E;140;9800;3576;1;3000;1;-54.668;-71.96859722;30;119.2
897561;12;973;2005;8;2;1200;13594;E;140;9526;5376;1;2000;2;-53.7014;-73.6847;40;134.4
897562;12;973;2005;5;18;300;13736;E;140;9534;3576;1;2400;1;-54.2672;-72.668;24;149
897563;12;973;2005;5;18;1200;13386;E;140;8821;679;1;400;1;-54.13861;-70.85671111;4;169.75
897564;12;973;2005;5;17;500;13823;E;140;9826;2146;1;3000;1;-54.81666667;-70.91666667;30;71.53333333
897565;12;973;2005;5;19;700;17681;E;140;8500;3576;1;3000;1;0;0;30;119.2
897566;12;973;2005;5;19;700;13770;E;140;9521;3576;1;3000;2;-54.3841;-72.45089722;60;59.6
897567;12;973;2005;6;29;830;13542;E;140;9534;8532;1;3000;2;-54.2672;-72.668;60;142.2
897568;12;973;2005;5;19;1000;13972;E;140;9514;8046;1;2500;2;-54.4175;-72.25050278;50;160.92
897569;12;973;2005;5;19;500;15382;A;140;9521;3576;1;0;0;-54.3841;-72.45089722;0;#¡DIV/0!
897570;12;973;2005;6;17;500;13653;E;140;9729;6636;1;1500;2;-54.6847;-71.53440278;30;221.2
897571;12;973;2005;6;13;0;13603;A;140;0;4171;1;0;0;0;0;0;#¡DIV/0!
897572;12;973;2005;5;18;2300;17889;E;140;9860;8940;1;2800;2;-54.0668;-73.31729722;56;159.6428571
897573;12;973;2005;5;19;1230;15376;E;140;9859;1430;1;2500;1;-53.3841;-73.45089722;25;57.2
897574;12;973;2005;5;19;400;15365;E;140;9532;2682;1;2400;2;-54.26887;-72.37241389;48;55.875
897575;12;973;2005;5;19;500;13662;E;140;9724;3576;1;4200;1;-54.2171;-70.91850278;42;85.14285714
897576;12;973;2005;6;3;1230;13661;E;140;8960;3792;1;2500;1;-54.26666667;-71.28333333;25;151.68
897577;12;973;2005;6;16;1230;13521;E;140;9509;7205;1;4200;1;-53.4475;-72.91616667;42;171.547619
897578;12;973;2005;5;24;300;15372;E;140;9514;3576;1;2000;1;-54.4175;-72.25050278;20;178.8
897579;12;973;2005;5;24;700;13414;E;140;9860;4470;1;2500;2;-54.0668;-73.31729722;50;89.4
897580;12;973;2005;5;24;700;13760;E;140;9860;4470;1;2500;1;-54.0668;-73.31729722;25;178.8
897581;12;973;2005;5;24;500;17733;E;140;9724;1430;1;800;1;-54.2171;-70.91850278;8;178.75
897582;12;973;2005;5;24;400;13611;E;140;9860;6258;1;2400;2;-54.0668;-73.31729722;48;130.375
897583;12;973;2005;5;24;1130;17782;E;140;9526;5364;1;1500;2;-53.7014;-73.6847;30;178.8
897584;12;973;2005;5;24;830;17942;E;140;9514;3576;1;1800;1;-54.4175;-72.25050278;18;198.6666667
897585;12;973;2005;5;24;1245;21286;E;140;9368;4470;1;2300;1;-53.3507;-73.87536111;23;194.3478261
897586;12;970;2005;7;18;1700;13535;A;140;9534;3648;1;0;1;-54.2672;-72.668;0;#¡DIV/0!
897587;12;973;2005;5;23;2300;13523;E;140;8568;3576;1;2400;1;-53.58333333;-72.33333333;24;149
897588;12;973;2005;5;24;1200;13744;E;140;9860;7152;1;3000;2;-54.0668;-73.31729722;60;119.2
897589;12;973;2005;5;25;300;13380;E;140;9526;2682;1;2400;1;-53.7014;-73.6847;24;111.75
897590;12;973;2005;5;25;700;17672;E;140;9519;10728;1;3600;2;-54.1336;-72.48429722;72;149
897591;12;973;2005;5;25;1130;13666;E;140;9526;7152;1;2500;2;-53.7014;-73.6847;50;143.04
897592;12;973;2005;5;25;400;13695;E;140;8562;3469;1;2000;2;-54.28333333;-72.66666667;40;86.725
897593;12;973;2005;6;9;500;15269;E;140;9377;2844;1;900;2;-53.6346;-73.8517;18;158
897594;12;973;2005;5;25;700;17769;E;140;9540;3218;1;1500;1;-54.9519;-71.20040278;15;214.5333333
897595;12;973;2005;5;25;400;13819;A;140;9538;8046;1;0;0;-53.6346;-73.76820278;0;#¡DIV/0!
897596;12;973;2005;5;25;500;13758;E;140;9532;3576;1;2000;1;-54.26887;-72.37241389;20;178.8
897597;12;973;2005;5;26;700;13890;E;140;9521;7152;1;3000;2;-54.3841;-72.45089722;60;119.2
897598;12;973;2005;5;27;400;13690;E;140;9534;4470;1;3000;1;-54.2672;-72.668;30;149
897599;12;973;2005;5;27;100;15265;E;140;9534;3576;1;3000;1;-54.2672;-72.668;30;119.2
897600;12;973;2005;5;27;600;17767;A;140;9534;6258;1;0;0;-54.2672;-72.668;0;#¡DIV/0!
897601;12;973;2005;5;26;500;13944;A;140;9534;2861;1;0;0;-54.2672;-72.668;0;#¡DIV/0!
897602;12;973;2005;5;30;600;17875;E;140;9550;3576;1;3600;1;-54.1837;-72.20040278;36;99.33333333
897603;12;973;2005;5;29;2330;15292;E;140;9550;2324;1;2700;1;-54.1837;-72.20040278;27;86.07407407
897604;12;973;2005;5;29;720;17658;E;140;9532;2146;1;1800;1;-54.26887;-72.37241389;18;119.2222222
897605;12;973;2005;5;29;1700;13605;A;140;9526;3218;1;0;0;-53.7014;-73.6847;0;#¡DIV/0!
897606;12;973;2005;5;29;300;13601;E;140;9521;5006;1;1800;1;-54.3841;-72.45089722;18;278.1111111
897607;12;973;2005;5;31;700;15374;E;140;9526;7152;1;3600;2;-53.7014;-73.6847;72;99.33333333
897608;12;973;2005;5;31;800;13739;E;140;9738;2861;1;3000;1;-54.73814;-71.92350833;30;95.36666667
897609;12;973;2005;5;31;820;13526;E;140;9800;6258;1;3000;1;-54.668;-71.96859722;30;208.6
897610;12;973;2005;6;16;800;13541;E;140;9859;7584;1;4200;2;-53.3841;-73.45089722;84;90.28571429
897611;12;973;2005;6;22;500;13603;E;140;9859;8532;1;2500;2;-53.3841;-73.45089722;50;170.64
897612;12;973;2005;6;21;900;17967;E;140;9860;6636;1;3000;1;-54.0668;-73.31729722;30;221.2
897613;12;973;2005;8;1;1330;13535;E;140;9541;6336;1;4200;2;-54.97361;-71.18453056;84;75.42857143
897614;12;973;2005;6;29;2100;13609;E;140;9526;7205;1;1500;1;-53.7014;-73.6847;15;480.3333333
897615;12;970;2005;7;24;700;13975;A;140;9860;4378;1;0;2;-54.0668;-73.31729722;0;#¡DIV/0!
897616;12;973;2005;7;12;830;13542;E;140;9534;6720;1;3000;2;-54.2672;-72.668;60;112
897617;12;973;2005;6;30;1100;13521;E;140;9727;6636;1;1500;1;-53.133055;-73.11666667;15;442.4
897618;12;973;2005;6;28;400;13523;E;140;9723;3792;1;2000;1;-54.7;-71.33333333;20;189.6
897619;12;973;2005;7;1;400;17730;E;140;9534;3840;1;3000;1;-54.2672;-72.668;30;128
897620;12;973;2005;7;1;400;15234;E;140;9724;4416;1;2800;2;-54.2171;-70.91850278;56;78.85714286
897621;12;973;2005;7;1;600;13611;E;140;9860;5376;1;2000;2;-54.0668;-73.31729722;40;134.4
897622;12;973;2005;7;1;500;17681;E;140;8500;7680;1;2500;1;0;0;25;307.2
897623;12;973;2005;7;4;1430;15316;E;140;9537;8640;1;3500;1;-52.90959;-73.80272222;35;246.8571429
897624;12;973;2005;7;5;430;13600;E;140;9526;8640;1;2500;1;-53.7014;-73.6847;25;345.6
897625;12;973;2005;7;5;630;13739;E;140;9738;3840;1;2500;1;-54.73814;-71.92350833;25;153.6
897626;12;973;2005;7;5;500;17709;E;140;9526;7680;1;3300;2;-53.7014;-73.6847;66;116.3636364
897627;12;970;2005;8;14;1100;13539;A;140;9538;5832;1;0;1;-53.6346;-73.76820278;0;#¡DIV/0!
897628;12;973;2005;7;5;1230;17764;E;140;8566;1920;1;1000;2;-53.55;-70.5;20;96
897629;12;973;2005;7;4;900;21286;E;140;8566;1920;1;800;1;-53.55;-70.5;8;240
897630;12;973;2005;7;6;330;13761;E;140;9860;5760;1;2000;1;-54.0668;-73.31729722;20;288
897631;12;973;2005;7;7;1030;13690;E;140;9534;3840;1;5000;1;-54.2672;-72.668;50;76.8
897632;12;973;2005;7;8;300;15371;E;140;9534;4800;1;3000;1;-54.2672;-72.668;30;160
897633;12;973;2005;7;8;730;17767;E;140;9482;4224;1;2500;1;-54.256945;-73;25;168.96
897634;12;973;2005;7;7;1500;13972;E;140;9860;5760;1;3500;2;-54.0668;-73.31729722;70;82.28571429
897635;12;973;2005;7;11;500;17657;E;140;9514;3840;1;2000;1;-54.4175;-72.25050278;20;192
897636;12;970;2005;8;16;1800;15356;A;140;9723;972;1;0;0;-54.7;-71.33333333;0;#¡DIV/0!
897637;12;973;2005;7;11;500;13858;E;140;9514;4800;1;2000;1;-54.4175;-72.25050278;20;240
897638;12;973;2005;7;11;400;13688;E;140;9514;5760;1;3000;1;-54.4175;-72.25050278;30;192
897639;12;973;2005;7;11;1530;13796;E;140;9724;2880;1;3000;1;-54.2171;-70.91850278;30;96
897640;12;973;2005;7;12;100;17979;E;140;9723;6720;1;3500;2;-54.7;-71.33333333;70;96
897641;12;973;2005;7;12;2355;17658;E;140;8568;3264;1;2500;1;-53.58333333;-72.33333333;25;130.56
897642;12;973;2005;8;3;400;13542;E;140;9747;6720;1;2000;2;-54.6847;-71.73480278;40;168
897643;12;973;2005;7;12;830;13770;E;140;9534;4800;1;3000;2;-54.2672;-72.668;60;80
897644;12;973;2005;7;12;300;13736;E;140;9369;3840;1;3200;1;-54.34444444;-71.79166667;32;120
897645;12;973;2005;7;13;730;13763;E;140;9541;7296;1;3000;2;-54.97361;-71.18453056;60;121.6
897646;12;973;2005;7;12;600;13603;E;140;9533;8640;1;3000;2;-53.45;-73.81666667;60;144
897647;12;973;2005;7;13;900;13795;E;140;9540;4800;1;2500;1;-54.9519;-71.20040278;25;192
897648;12;973;2005;7;13;200;21485;E;140;9526;2304;1;1500;1;-53.7014;-73.6847;15;153.6
897649;12;973;2005;7;13;400;13543;E;140;9514;5760;1;2500;2;-54.4175;-72.25050278;50;115.2
897650;12;973;2005;7;13;730;17970;E;140;8554;4800;1;3000;1;0;0;30;160
897651;12;973;2005;7;13;1100;21599;A;140;9534;2880;1;0;0;-54.2672;-72.668;0;#¡DIV/0!
897652;12;973;2005;7;13;1400;15268;E;140;9800;7680;1;3000;1;-54.668;-71.96859722;30;256
897653;12;973;2005;7;14;500;13414;E;140;9526;6912;1;3000;2;-53.7014;-73.6847;60;115.2
897654;12;973;2005;7;14;700;13760;E;140;9513;4800;1;3000;1;-54.12458167;-72.90680556;30;160
897655;12;973;2005;7;14;200;13743;E;140;9526;5376;1;2500;2;-53.7014;-73.6847;50;107.52
897656;12;973;2005;7;14;430;17713;E;140;8555;2880;1;1000;1;-54.25;-72.06666667;10;288
897657;12;973;2005;7;14;400;15294;E;140;9724;3840;1;2500;2;-54.2171;-70.91850278;50;76.8
897658;12;973;2005;7;14;900;13677;E;140;9724;1920;1;1500;1;-54.2171;-70.91850278;15;128
897659;12;973;2005;7;14;830;13605;E;140;9513;2880;1;2500;1;-54.12458167;-72.90680556;25;115.2
897660;12;973;2005;7;14;1400;15308;E;140;9724;1728;1;1000;1;-54.2171;-70.91850278;10;172.8
897661;12;973;2005;7;14;1430;13759;E;140;9521;2304;1;2500;1;-54.3841;-72.45089722;25;92.16
897662;12;973;2005;7;18;500;13521;E;140;9740;5760;1;2500;1;-53.56666667;-72.7;25;230.4
897663;12;973;2005;8;2;800;13834;E;140;9848;9600;1;3500;2;-53.3841;-73.8684;70;137.1428571
897664;12;973;2005;7;16;0;17662;A;140;0;4800;1;0;0;0;0;0;#¡DIV/0!
897665;12;973;2005;7;16;0;15269;A;140;0;3840;1;0;0;0;0;0;#¡DIV/0!
897666;12;973;2005;7;16;0;13915;A;140;0;3840;1;0;0;0;0;0;#¡DIV/0!
897667;12;973;2005;7;16;0;15358;A;140;9540;2880;1;0;0;-54.9519;-71.20040278;0;#¡DIV/0!
897668;12;973;2005;7;16;0;13739;A;140;0;3840;1;0;0;0;0;0;#¡DIV/0!
897669;12;973;2005;7;16;0;17681;A;140;0;4992;1;0;0;0;0;0;#¡DIV/0!
897670;12;973;2005;7;16;0;13676;A;140;0;3840;1;0;0;0;0;0;#¡DIV/0!
897671;12;973;2005;7;20;700;15374;E;140;9547;7680;1;4000;1;-53.7515;-73.38410278;40;192
897672;12;973;2005;7;21;0;13972;E;140;9526;5760;1;3000;2;-53.7014;-73.6847;60;96
897673;12;973;2005;7;21;1200;15223;E;140;9539;7680;1;3500;2;-54.0835;-72.25050278;70;109.7142857
897674;12;973;2005;7;22;600;17657;E;140;9800;1920;1;2000;1;-54.668;-71.96859722;20;96
897675;12;973;2005;7;22;1100;15385;A;140;9724;2880;1;0;0;-54.2171;-70.91850278;0;#¡DIV/0!
897676;12;973;2005;7;22;500;17730;E;140;9534;3840;1;4500;1;-54.2672;-72.668;45;85.33333333
897677;12;973;2005;7;22;1200;13736;E;140;9724;2496;1;2000;1;-54.2171;-70.91850278;20;124.8
897678;12;973;2005;7;22;1340;15265;E;140;9534;1728;1;2000;1;-54.2672;-72.668;20;86.4
897679;12;973;2005;7;22;0;17713;E;140;9724;1920;1;2500;1;-54.2171;-70.91850278;25;76.8
897680;12;973;2005;7;25;700;13690;E;140;9534;5760;1;4000;2;-54.2672;-72.668;80;72
897681;12;973;2005;7;25;1730;13677;E;140;9724;1920;1;2000;1;-54.2171;-70.91850278;20;96
897682;12;973;2005;7;25;1730;15308;E;140;9724;1920;1;1500;1;-54.2171;-70.91850278;15;128
897683;12;973;2005;7;26;100;13858;E;140;9454;3840;1;1500;1;-54.6346;-71.75150278;15;256
897684;12;973;2005;7;26;2300;13735;A;140;0;3648;1;0;0;0;0;0;#¡DIV/0!
897685;12;973;2005;7;26;800;13949;A;140;9723;4800;1;0;0;-54.7;-71.33333333;0;#¡DIV/0!
897686;12;973;2005;7;26;1030;15313;E;140;9724;576;1;1000;1;-54.2171;-70.91850278;10;57.6
897687;12;973;2005;7;27;800;17753;E;140;9723;5760;1;3000;1;-54.7;-71.33333333;30;192
897688;12;973;2005;7;27;600;17678;E;140;9522;5760;1;3000;1;-53.55277;-72.51853056;30;192
897689;12;973;2005;7;27;500;21485;E;140;9859;4800;1;2500;1;-53.3841;-73.45089722;25;192
897690;12;973;2005;7;12;800;13890;E;140;9843;5760;1;2500;2;-53.2171;-73.90180278;50;115.2
897691;12;973;2005;7;12;700;13744;E;140;9526;4800;1;3000;2;-53.7014;-73.6847;60;80
897692;12;973;2005;7;28;500;17767;E;140;9539;5760;1;3000;1;-54.0835;-72.25050278;30;192
897693;12;973;2005;7;28;300;13521;E;140;9740;5760;1;3000;1;-53.56666667;-72.7;30;192
897694;12;973;2005;7;28;700;17970;E;140;9518;4800;1;4200;1;-54.3674;-71.80159722;42;114.2857143
897695;12;973;2005;7;29;200;15448;E;140;8581;3456;1;2000;1;-53.7181;-71.93937778;20;172.8
897696;12;973;2005;7;29;1130;13642;E;140;9513;2880;1;3500;1;-54.12458167;-72.90680556;35;82.28571429
897697;12;973;2005;7;29;1530;15316;E;140;9537;8640;1;3500;1;-52.90959;-73.80272222;35;246.8571429
897698;12;973;2005;7;29;1200;21286;E;140;9545;4800;1;1600;2;-52.95061333;-74.09543611;32;150
897699;12;973;2005;7;29;1245;15392;E;140;9724;1152;1;1500;1;-54.2171;-70.91850278;15;76.8
897700;12;973;2005;7;28;400;13744;E;140;9526;6720;1;2000;1;-53.7014;-73.6847;20;336
897701;12;973;2005;7;20;500;13609;E;140;8582;4416;1;3000;1;-54.48333333;-72.01666667;30;147.2
897702;12;973;2005;7;27;700;13890;E;140;9843;7680;1;3000;2;-53.2171;-73.90180278;60;128
897703;12;979;2005;3;30;700;17954;A;140;9434;5074;1;0;0;-51.3507;-74.167;0;#¡DIV/0!
897704;12;979;2005;4;4;1215;13455;E;140;9779;8688;1;3000;2;-52.334;-74.8016;60;144.8
897705;12;979;2005;4;5;1230;13883;E;140;9779;8688;1;3500;2;-52.334;-74.8016;70;124.1142857
897706;12;979;2005;4;5;1330;15339;E;140;9854;8688;1;3000;2;-51.8851;-74.76820278;60;144.8
897707;12;979;2005;4;6;830;15338;E;140;9779;7602;1;3000;2;-52.334;-74.8016;60;126.7
897708;12;979;2005;4;6;845;13951;E;140;8833;8688;1;2000;2;-50.783055;-74.66583333;40;217.2
897709;12;979;2005;4;6;930;13547;E;140;9779;7602;1;3000;1;-52.334;-74.8016;30;253.4
897710;12;979;2005;4;6;1200;15383;E;140;9779;6516;1;2400;2;-52.334;-74.8016;48;135.75
897711;12;979;2005;4;12;1415;15270;A;140;9059;14878;1;0;0;-50.4676;-75.25050278;0;#¡DIV/0!
897712;12;979;2005;4;13;700;17955;A;140;9838;6516;1;0;0;-52.33901;-74.56780278;0;#¡DIV/0!
897713;12;979;2005;4;15;1030;13569;A;140;9046;18158;1;0;0;-51;-75.0167;0;#¡DIV/0!
897714;12;979;2005;4;15;1000;17765;A;140;9838;10860;1;0;0;-52.33901;-74.56780278;0;#¡DIV/0!
897715;12;979;2005;4;15;1100;17952;A;140;9812;10643;1;0;0;-51.8517;-74.98529722;0;#¡DIV/0!
897716;12;979;2005;4;15;1800;13846;A;140;9059;13510;1;0;0;-50.4676;-75.25050278;0;#¡DIV/0!
897717;12;979;2005;4;19;600;13547;E;140;9438;5430;1;1800;1;-51.3507;-74.334;18;301.6666667
897718;12;979;2005;4;22;1600;17886;A;140;9059;18158;1;0;0;-50.4676;-75.25050278;0;#¡DIV/0!
897719;12;979;2005;4;25;430;13852;A;140;9046;5799;1;0;0;-51;-75.0167;0;#¡DIV/0!
897720;12;979;2005;4;25;330;17797;A;140;9854;11077;1;0;0;-51.8851;-74.76820278;0;#¡DIV/0!
897721;12;979;2005;4;25;430;13632;A;140;9046;16290;1;0;0;-51;-75.0167;0;#¡DIV/0!
897722;12;979;2005;4;25;1000;17654;E;140;9039;8688;1;2000;2;-51.167;-74.91850278;40;217.2
897723;12;979;2005;4;25;1000;13783;E;140;9037;2172;1;2500;1;-51.4676;-74.63459722;25;86.88
897724;12;979;2005;4;25;1005;15338;E;140;8985;6516;1;4000;2;-52.19777833;-74.4775;80;81.45
897725;12;979;2005;4;25;1300;17955;A;140;9838;21720;1;0;0;-52.33901;-74.56780278;0;#¡DIV/0!
897726;12;979;2005;4;25;2020;13624;A;140;9930;45612;1;0;0;-49.08611167;-75.57166667;0;#¡DIV/0!
897727;12;979;2005;4;26;600;20719;A;140;9840;24978;1;0;0;-49.9686;-75.21710278;0;#¡DIV/0!
897728;12;979;2005;4;26;1030;17941;A;140;9426;17376;1;0;0;-50.7515;-75.0167;0;#¡DIV/0!
897729;12;979;2005;4;26;1200;17954;A;140;9046;17763;1;0;0;-51;-75.0167;0;#¡DIV/0!
897730;12;979;2005;4;26;1320;17952;A;140;9812;15204;1;0;0;-51.8517;-74.98529722;0;#¡DIV/0!
897731;12;979;2005;4;26;1500;17996;A;140;8922;16551;1;0;0;-52.39861111;-74.58333333;0;#¡DIV/0!
897732;12;979;2005;4;26;1400;15383;E;140;9438;7602;1;3200;2;-51.3507;-74.334;64;118.78125
897733;12;979;2005;4;27;100;13153;A;140;9854;9122;1;0;0;-51.8851;-74.76820278;0;#¡DIV/0!
897734;12;979;2005;4;27;600;13571;E;140;9807;3258;1;2400;1;-52.37111167;-74.46472222;24;135.75
897735;12;979;2005;4;27;600;13750;E;140;9854;5430;1;1400;2;-51.8851;-74.76820278;28;193.9285714
897736;12;979;2005;4;27;730;17953;A;140;9046;13684;1;0;0;-51;-75.0167;0;#¡DIV/0!
897737;12;979;2005;4;27;1000;17934;A;140;9930;21720;1;0;0;-49.08611167;-75.57166667;0;#¡DIV/0!
897738;12;979;2005;4;27;1415;15270;A;140;9059;17376;1;0;0;-50.4676;-75.25050278;0;#¡DIV/0!
897739;12;979;2005;4;27;1630;13731;A;140;9963;20200;1;0;0;-50.575;-75.39222222;0;#¡DIV/0!
897740;12;979;2005;4;28;830;15339;E;140;9736;9774;1;4000;2;-52.6847;-74.08350278;80;122.175
